5 Minutes,Speed (mph),# Lane Points,% Observed
1/1/2024 16:15,70.70,5,100.00
1/1/2024 16:20,70.30,5,100.00
1/1/2024 16:25,71.00,5,100.00
1/1/2024 16:30,70.80,5,100.00
1/1/2024 16:35,71.10,5,100.00
1/1/2024 16:40,71.20,5,100.00
1/1/2024 16:45,71.80,5,100.00
1/1/2024 16:50,71.30,5,100.00
1/1/2024 16:55,70.90,5,100.00
1/1/2024 17:00,71.10,5,100.00
1/1/2024 17:05,70.90,5,100.00
1/1/2024 17:10,70.80,5,100.00
1/1/2024 17:15,70.40,5,100.00
1/1/2024 17:20,69.50,5,100.00
1/1/2024 17:25,68.90,5,100.00
1/1/2024 17:30,68.50,5,100.00
1/1/2024 17:35,68.60,5,100.00
1/1/2024 17:40,67.40,5,100.00
1/1/2024 17:45,68.00,5,100.00
1/1/2024 17:50,67.70,5,100.00
1/1/2024 17:55,67.60,5,100.00
1/1/2024 18:00,67.50,5,100.00
1/1/2024 18:05,66.90,5,100.00
1/1/2024 18:10,67.20,5,100.00
1/1/2024 18:15,67.40,5,100.00
1/1/2024 18:20,67.80,5,100.00
1/1/2024 18:25,67.80,5,100.00
1/1/2024 18:30,68.10,5,100.00
1/1/2024 18:35,68.40,5,100.00
1/1/2024 18:40,68.60,5,100.00
1/1/2024 18:45,68.90,5,100.00
1/1/2024 18:50,69.10,5,100.00
1/1/2024 18:55,69.70,5,100.00
1/1/2024 19:00,70.20,5,100.00
1/1/2024 19:05,71.20,5,100.00
1/1/2024 19:10,71.20,5,100.00
1/1/2024 19:15,72.70,5,100.00
1/1/2024 19:20,71.70,5,100.00
1/1/2024 19:25,71.50,5,100.00
1/1/2024 19:30,71.40,5,100.00
1/1/2024 19:35,72.00,5,100.00
1/1/2024 19:40,71.50,5,100.00
1/1/2024 19:45,71.80,5,100.00
1/1/2024 19:50,72.40,5,100.00
1/1/2024 19:55,72.20,5,100.00
1/1/2024 20:00,71.70,5,100.00
1/1/2024 20:05,71.40,5,100.00
1/1/2024 20:10,71.40,5,100.00
1/1/2024 20:15,71.80,5,100.00
1/1/2024 20:20,71.30,5,100.00
1/1/2024 20:25,71.90,5,100.00
1/1/2024 20:30,72.00,5,100.00
1/1/2024 20:35,72.20,5,100.00
1/1/2024 20:40,72.60,5,100.00
1/1/2024 20:45,72.10,5,100.00
1/1/2024 20:50,72.20,5,100.00
1/1/2024 20:55,71.90,5,100.00
1/1/2024 21:00,72.00,5,100.00
1/1/2024 21:05,72.10,5,100.00
1/1/2024 21:10,72.50,5,100.00
1/1/2024 21:15,72.90,5,100.00
1/1/2024 21:20,72.90,5,100.00
1/1/2024 21:25,73.00,5,100.00
1/1/2024 21:30,73.60,5,100.00
1/1/2024 21:35,73.20,5,100.00
1/1/2024 21:40,73.80,5,100.00
1/1/2024 21:45,73.60,5,100.00
1/1/2024 21:50,73.50,5,100.00
1/1/2024 21:55,73.60,5,100.00
1/1/2024 22:00,73.00,5,100.00
1/1/2024 22:05,73.70,5,100.00
1/1/2024 22:10,72.60,5,100.00
1/1/2024 22:15,72.80,5,100.00
1/1/2024 22:20,72.50,5,100.00
1/1/2024 22:25,72.30,5,100.00
1/1/2024 22:30,73.30,5,100.00
1/1/2024 22:35,73.20,5,100.00
1/1/2024 22:40,73.60,5,100.00
1/1/2024 22:45,73.00,5,100.00
1/1/2024 22:50,73.20,5,100.00
1/1/2024 22:55,73.60,5,100.00
1/1/2024 23:00,73.70,5,100.00
1/1/2024 23:05,73.80,5,100.00
1/1/2024 23:10,73.50,5,100.00
1/1/2024 23:15,73.30,5,100.00
1/1/2024 23:20,73.50,5,100.00
1/1/2024 23:25,73.40,5,100.00
1/1/2024 23:30,72.90,5,100.00
1/1/2024 23:35,73.40,5,100.00
1/1/2024 23:40,73.30,5,100.00
1/1/2024 23:45,73.80,5,100.00
1/1/2024 23:50,73.40,5,100.00
1/1/2024 23:55,73.50,5,100.00
1/2/2024 0:00,72.60,5,100.00
1/2/2024 0:05,72.70,5,100.00
1/2/2024 0:10,73.00,5,100.00
1/2/2024 0:15,73.10,5,100.00
1/2/2024 0:20,73.40,5,100.00
1/2/2024 0:25,72.90,5,100.00
1/2/2024 0:30,73.30,5,100.00
1/2/2024 0:35,72.50,5,100.00
1/2/2024 0:40,72.70,5,100.00
1/2/2024 0:45,73.40,5,100.00
1/2/2024 0:50,73.00,5,100.00
1/2/2024 0:55,72.60,5,100.00
1/2/2024 1:00,72.70,5,100.00
1/2/2024 1:05,73.20,5,100.00
1/2/2024 1:10,72.70,5,100.00
1/2/2024 1:15,73.10,5,100.00
1/2/2024 1:20,73.00,5,100.00
1/2/2024 1:25,72.90,5,100.00
1/2/2024 1:30,73.30,5,100.00
1/2/2024 1:35,73.00,5,100.00
1/2/2024 1:40,71.70,5,100.00
1/2/2024 1:45,73.00,5,100.00
1/2/2024 1:50,73.00,5,100.00
1/2/2024 1:55,72.80,5,100.00
1/2/2024 2:00,72.20,5,100.00
1/2/2024 2:05,72.50,5,100.00
1/2/2024 2:10,72.20,5,100.00
1/2/2024 2:15,72.70,5,100.00
1/2/2024 2:20,72.10,5,100.00
1/2/2024 2:25,73.20,5,100.00
1/2/2024 2:30,73.40,5,100.00
1/2/2024 2:35,72.60,5,100.00
1/2/2024 2:40,73.10,5,100.00
1/2/2024 2:45,72.80,5,100.00
1/2/2024 2:50,72.80,5,100.00
1/2/2024 2:55,73.20,5,100.00
1/2/2024 3:00,72.40,5,100.00
1/2/2024 3:05,73.10,5,100.00
1/2/2024 3:10,72.80,5,100.00
1/2/2024 3:15,73.20,5,100.00
1/2/2024 3:20,72.80,5,100.00
1/2/2024 3:25,72.90,5,100.00
1/2/2024 3:30,72.70,5,100.00
1/2/2024 3:35,73.20,5,100.00
1/2/2024 3:40,73.20,5,100.00
1/2/2024 3:45,72.30,5,100.00
1/2/2024 3:50,71.50,5,100.00
1/2/2024 3:55,72.20,5,100.00
1/2/2024 4:00,72.30,5,100.00
1/2/2024 4:05,72.80,5,100.00
1/2/2024 4:10,72.60,5,100.00
1/2/2024 4:15,72.70,5,100.00
1/2/2024 4:20,73.10,5,100.00
1/2/2024 4:25,73.00,5,100.00
1/2/2024 4:30,73.20,5,100.00
1/2/2024 4:35,73.60,5,100.00
1/2/2024 4:40,73.70,5,100.00
1/2/2024 4:45,73.80,5,100.00
1/2/2024 4:50,73.50,5,100.00
1/2/2024 4:55,73.60,5,100.00
1/2/2024 5:00,74.40,5,100.00
1/2/2024 5:05,74.30,5,100.00
1/2/2024 5:10,73.20,5,100.00
1/2/2024 5:15,73.80,5,100.00
1/2/2024 5:20,73.70,5,100.00
1/2/2024 5:25,73.50,5,100.00
1/2/2024 5:30,72.90,5,100.00
1/2/2024 5:35,73.20,5,100.00
1/2/2024 5:40,73.60,5,100.00
1/2/2024 5:45,72.80,5,100.00
1/2/2024 5:50,72.80,5,100.00
1/2/2024 5:55,72.30,5,100.00
1/2/2024 6:00,72.40,5,100.00
1/2/2024 6:05,72.30,5,100.00
1/2/2024 6:10,72.70,5,100.00
1/2/2024 6:15,72.10,5,100.00
1/2/2024 6:20,71.10,5,100.00
1/2/2024 6:25,70.50,5,100.00
1/2/2024 6:30,70.50,5,100.00
1/2/2024 6:35,69.60,5,100.00
1/2/2024 6:40,70.20,5,100.00
1/2/2024 6:45,70.70,5,100.00
1/2/2024 6:50,70.40,5,100.00
1/2/2024 6:55,70.70,5,100.00
1/2/2024 7:00,70.50,5,100.00
1/2/2024 7:05,70.00,5,100.00
1/2/2024 7:10,70.50,5,100.00
1/2/2024 7:15,70.20,5,100.00
1/2/2024 7:20,69.70,5,100.00
1/2/2024 7:25,67.70,5,100.00
1/2/2024 7:30,67.00,5,100.00
1/2/2024 7:35,66.00,5,100.00
1/2/2024 7:40,66.40,5,100.00
1/2/2024 7:45,65.30,5,100.00
1/2/2024 7:50,66.70,5,100.00
1/2/2024 7:55,66.70,5,100.00
1/2/2024 8:00,68.20,5,100.00
1/2/2024 8:05,68.10,5,100.00
1/2/2024 8:10,67.50,5,100.00
1/2/2024 8:15,67.50,5,100.00
1/2/2024 8:20,66.80,5,100.00
1/2/2024 8:25,67.20,5,100.00
1/2/2024 8:30,68.00,5,100.00
1/2/2024 8:35,67.80,5,100.00
1/2/2024 8:40,67.40,5,100.00
1/2/2024 8:45,67.70,5,100.00
1/2/2024 8:50,67.90,5,100.00
1/2/2024 8:55,67.60,5,100.00
1/2/2024 9:00,68.10,5,100.00
1/2/2024 9:05,67.70,5,100.00
1/2/2024 9:10,68.50,5,100.00
1/2/2024 9:15,68.50,5,100.00
1/2/2024 9:20,68.40,5,100.00
1/2/2024 9:25,69.20,5,100.00
1/2/2024 9:30,68.80,5,100.00
1/2/2024 9:35,67.80,5,100.00
1/2/2024 9:40,67.70,5,100.00
1/2/2024 9:45,67.10,5,100.00
1/2/2024 9:50,67.80,5,100.00
1/2/2024 9:55,68.40,5,100.00
1/2/2024 10:00,68.10,5,100.00
1/2/2024 10:05,67.80,5,100.00
1/2/2024 10:10,68.10,5,100.00
1/2/2024 10:15,68.30,5,100.00
1/2/2024 10:20,66.80,5,100.00
1/2/2024 10:25,67.20,5,100.00
1/2/2024 10:30,67.20,5,100.00
1/2/2024 10:35,67.80,5,100.00
1/2/2024 10:40,67.90,5,100.00
1/2/2024 10:45,68.10,5,100.00
1/2/2024 10:50,68.30,5,100.00
1/2/2024 10:55,68.40,5,100.00
1/2/2024 11:00,68.40,5,100.00
1/2/2024 11:05,68.50,5,100.00
1/2/2024 11:10,68.60,5,100.00
1/2/2024 11:15,68.70,5,100.00
1/2/2024 11:20,69.30,5,100.00
1/2/2024 11:25,69.70,5,100.00
1/2/2024 11:30,68.40,5,100.00
1/2/2024 11:35,68.10,5,100.00
1/2/2024 11:40,68.30,5,100.00
1/2/2024 11:45,68.60,5,100.00
1/2/2024 11:50,67.30,5,100.00
1/2/2024 11:55,66.70,5,100.00
1/2/2024 12:00,68.70,5,100.00
1/2/2024 12:05,68.80,5,100.00
1/2/2024 12:10,68.00,5,100.00
1/2/2024 12:15,67.50,5,100.00
1/2/2024 12:20,67.60,5,100.00
1/2/2024 12:25,67.80,5,100.00
1/2/2024 12:30,67.10,5,100.00
1/2/2024 12:35,67.70,5,100.00
1/2/2024 12:40,67.40,5,100.00
1/2/2024 12:45,67.50,5,100.00
1/2/2024 12:50,67.10,5,100.00
1/2/2024 12:55,67.70,5,100.00
1/2/2024 13:00,68.30,5,100.00
1/2/2024 13:05,67.30,5,100.00
1/2/2024 13:10,67.90,5,100.00
1/2/2024 13:15,67.50,5,100.00
1/2/2024 13:20,66.90,5,100.00
1/2/2024 13:25,66.70,5,100.00
1/2/2024 13:30,66.70,5,100.00
1/2/2024 13:35,66.20,5,100.00
1/2/2024 13:40,66.00,5,100.00
1/2/2024 13:45,65.30,5,100.00
1/2/2024 13:50,65.20,5,100.00
1/2/2024 13:55,65.80,5,100.00
1/2/2024 14:00,67.30,5,100.00
1/2/2024 14:05,68.70,5,100.00
1/2/2024 14:10,67.90,5,100.00
1/2/2024 14:15,68.90,5,100.00
1/2/2024 14:20,68.10,5,100.00
1/2/2024 14:25,69.00,5,100.00
1/2/2024 14:30,69.30,5,100.00
1/2/2024 14:35,69.60,5,100.00
1/2/2024 14:40,69.90,5,100.00
1/2/2024 14:45,68.70,5,100.00
1/2/2024 14:50,69.40,5,100.00
1/2/2024 14:55,68.70,5,100.00
1/2/2024 15:00,69.00,5,100.00
1/2/2024 15:05,68.60,5,100.00
1/2/2024 15:10,68.20,5,100.00
1/2/2024 15:15,67.30,5,100.00
1/2/2024 15:20,67.30,5,100.00
1/2/2024 15:25,67.40,5,100.00
1/2/2024 15:30,67.40,5,100.00
1/2/2024 15:35,66.90,5,100.00
1/2/2024 15:40,67.30,5,100.00
1/2/2024 15:45,68.20,5,100.00
1/2/2024 15:50,68.00,5,100.00
1/2/2024 15:55,69.10,5,100.00
1/2/2024 16:00,69.20,5,100.00
1/2/2024 16:05,69.40,5,100.00
1/2/2024 16:10,69.20,5,100.00
1/2/2024 16:15,69.50,5,100.00
1/2/2024 16:20,69.10,5,100.00
1/2/2024 16:25,69.10,5,100.00
1/2/2024 16:30,70.20,5,100.00
1/2/2024 16:35,70.80,5,100.00
1/2/2024 16:40,70.10,5,100.00
1/2/2024 16:45,70.50,5,100.00
1/2/2024 16:50,69.90,5,100.00
1/2/2024 16:55,70.00,5,100.00
1/2/2024 17:00,69.50,5,100.00
1/2/2024 17:05,69.90,5,100.00
1/2/2024 17:10,68.70,5,100.00
1/2/2024 17:15,68.20,5,100.00
1/2/2024 17:20,68.00,5,100.00
1/2/2024 17:25,67.70,5,100.00
1/2/2024 17:30,67.50,5,100.00
1/2/2024 17:35,67.10,5,100.00
1/2/2024 17:40,66.20,5,100.00
1/2/2024 17:45,65.50,5,100.00
1/2/2024 17:50,66.40,5,100.00
1/2/2024 17:55,67.50,5,100.00
1/2/2024 18:00,67.80,5,100.00
1/2/2024 18:05,67.80,5,100.00
1/2/2024 18:10,68.10,5,100.00
1/2/2024 18:15,68.30,5,100.00
1/2/2024 18:20,68.90,5,100.00
1/2/2024 18:25,69.20,5,100.00
1/2/2024 18:30,70.00,5,100.00
1/2/2024 18:35,69.70,5,100.00
1/2/2024 18:40,69.60,5,100.00
1/2/2024 18:45,69.20,5,100.00
1/2/2024 18:50,69.40,5,100.00
1/2/2024 18:55,69.40,5,100.00
1/2/2024 19:00,69.90,5,100.00
1/2/2024 19:05,70.50,5,100.00
1/2/2024 19:10,70.10,5,100.00
1/2/2024 19:15,69.60,5,100.00
1/2/2024 19:20,70.50,5,100.00
1/2/2024 19:25,70.50,5,100.00
1/2/2024 19:30,70.60,5,100.00
1/2/2024 19:35,71.20,5,100.00
1/2/2024 19:40,70.60,5,100.00
1/2/2024 19:45,70.20,5,100.00
1/2/2024 19:50,70.60,5,100.00
1/2/2024 19:55,70.70,5,100.00
1/2/2024 20:00,71.20,5,100.00
1/2/2024 20:05,70.70,5,100.00
1/2/2024 20:10,72.20,5,100.00
1/2/2024 20:15,72.10,5,100.00
1/2/2024 20:20,71.90,5,100.00
1/2/2024 20:25,72.40,5,100.00
1/2/2024 20:30,72.00,5,100.00
1/2/2024 20:35,71.80,5,100.00
1/2/2024 20:40,71.90,5,100.00
1/2/2024 20:45,71.90,5,100.00
1/2/2024 20:50,72.20,5,100.00
1/2/2024 20:55,72.20,5,100.00
1/2/2024 21:00,73.10,5,100.00
1/2/2024 21:05,72.70,5,100.00
1/2/2024 21:10,72.60,5,100.00
1/2/2024 21:15,72.10,5,100.00
1/2/2024 21:20,72.70,5,100.00
1/2/2024 21:25,72.70,5,100.00
1/2/2024 21:30,72.80,5,100.00
1/2/2024 21:35,72.60,5,100.00
1/2/2024 21:40,71.90,5,100.00
1/2/2024 21:45,73.20,5,100.00
1/2/2024 21:50,73.10,5,100.00
1/2/2024 21:55,73.10,5,100.00
1/2/2024 22:00,73.10,5,100.00
1/2/2024 22:05,72.30,5,100.00
1/2/2024 22:10,72.10,5,100.00
1/2/2024 22:15,71.70,5,100.00
1/2/2024 22:20,72.20,5,100.00
1/2/2024 22:25,72.40,5,100.00
1/2/2024 22:30,72.50,5,100.00
1/2/2024 22:35,72.90,5,100.00
1/2/2024 22:40,72.40,5,100.00
1/2/2024 22:45,73.50,5,100.00
1/2/2024 22:50,72.10,5,100.00
1/2/2024 22:55,72.90,5,100.00
1/2/2024 23:00,72.50,5,100.00
1/2/2024 23:05,73.00,5,100.00
1/2/2024 23:10,73.40,5,100.00
1/2/2024 23:15,73.00,5,100.00
1/2/2024 23:20,72.80,5,100.00
1/2/2024 23:25,71.90,5,100.00
1/2/2024 23:30,72.10,5,100.00
1/2/2024 23:35,72.80,5,100.00
1/2/2024 23:40,72.20,5,100.00
1/2/2024 23:45,72.50,5,100.00
1/2/2024 23:50,72.90,5,100.00
1/2/2024 23:55,73.50,5,100.00
1/3/2024 0:00,73.40,5,100.00
1/3/2024 0:05,73.10,5,100.00
1/3/2024 0:10,73.30,5,100.00
1/3/2024 0:15,73.10,5,100.00
1/3/2024 0:20,73.30,5,100.00
1/3/2024 0:25,72.80,5,100.00
1/3/2024 0:30,73.40,5,100.00
1/3/2024 0:35,72.80,5,100.00
1/3/2024 0:40,72.90,5,100.00
1/3/2024 0:45,72.40,5,100.00
1/3/2024 0:50,72.10,5,100.00
1/3/2024 0:55,71.90,5,100.00
1/3/2024 1:00,73.00,5,100.00
1/3/2024 1:05,72.90,5,100.00
1/3/2024 1:10,72.50,5,100.00
1/3/2024 1:15,73.20,5,100.00
1/3/2024 1:20,73.30,5,100.00
1/3/2024 1:25,72.70,5,100.00
1/3/2024 1:30,72.90,5,100.00
1/3/2024 1:35,73.00,5,100.00
1/3/2024 1:40,72.50,5,100.00
1/3/2024 1:45,73.30,5,100.00
1/3/2024 1:50,70.90,5,100.00
1/3/2024 1:55,72.50,5,100.00
1/3/2024 2:00,72.90,5,100.00
1/3/2024 2:05,71.70,5,100.00
1/3/2024 2:10,73.20,5,100.00
1/3/2024 2:15,73.00,5,100.00
1/3/2024 2:20,72.10,5,100.00
1/3/2024 2:25,72.30,5,100.00
1/3/2024 2:30,72.70,5,100.00
1/3/2024 2:35,71.80,5,100.00
1/3/2024 2:40,72.10,5,100.00
1/3/2024 2:45,71.00,5,100.00
1/3/2024 2:50,72.50,5,100.00
1/3/2024 2:55,72.10,5,100.00
1/3/2024 3:00,72.60,5,100.00
1/3/2024 3:05,72.40,5,100.00
1/3/2024 3:10,72.30,5,100.00
1/3/2024 3:15,72.80,5,100.00
1/3/2024 3:20,72.80,5,100.00
1/3/2024 3:25,73.80,5,100.00
1/3/2024 3:30,72.60,5,100.00
1/3/2024 3:35,73.40,5,100.00
1/3/2024 3:40,72.40,5,100.00
1/3/2024 3:45,72.60,5,100.00
1/3/2024 3:50,72.90,5,100.00
1/3/2024 3:55,72.50,5,100.00
1/3/2024 4:00,71.90,5,100.00
1/3/2024 4:05,72.80,5,100.00
1/3/2024 4:10,72.30,5,100.00
1/3/2024 4:15,72.20,5,100.00
1/3/2024 4:20,72.80,5,100.00
1/3/2024 4:25,72.50,5,100.00
1/3/2024 4:30,73.50,5,100.00
1/3/2024 4:35,73.10,5,100.00
1/3/2024 4:40,73.60,5,100.00
1/3/2024 4:45,73.50,5,100.00
1/3/2024 4:50,73.70,5,100.00
1/3/2024 4:55,73.70,5,100.00
1/3/2024 5:00,73.10,5,100.00
1/3/2024 5:05,73.80,5,100.00
1/3/2024 5:10,73.60,5,100.00
1/3/2024 5:15,73.80,5,100.00
1/3/2024 5:20,73.90,5,100.00
1/3/2024 5:25,74.00,5,100.00
1/3/2024 5:30,74.00,5,100.00
1/3/2024 5:35,74.50,5,100.00
1/3/2024 5:40,73.90,5,100.00
1/3/2024 5:45,72.60,5,100.00
1/3/2024 5:50,72.60,5,100.00
1/3/2024 5:55,72.70,5,100.00
1/3/2024 6:00,71.50,5,100.00
1/3/2024 6:05,71.60,5,100.00
1/3/2024 6:10,71.40,5,100.00
1/3/2024 6:15,71.00,5,100.00
1/3/2024 6:20,70.20,5,100.00
1/3/2024 6:25,70.20,5,100.00
1/3/2024 6:30,70.50,5,100.00
1/3/2024 6:35,69.70,5,100.00
1/3/2024 6:40,70.20,5,100.00
1/3/2024 6:45,69.80,5,100.00
1/3/2024 6:50,69.80,5,100.00
1/3/2024 6:55,69.20,5,100.00
1/3/2024 7:00,69.60,5,100.00
1/3/2024 7:05,70.10,5,100.00
1/3/2024 7:10,69.80,5,100.00
1/3/2024 7:15,68.80,5,100.00
